Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
141,Tommaso Augello,it ITA,DF,Sampdoria,it Serie A,27-254,1994,24.6,0,0,0,0.57,0.89,0,2.48,1.79,0.98,0,0,0,8.74,1.59,1.02,60.9,Matches
142,Jean-Kévin Augustin,fr FRA,FWMF,Nantes,fr Ligue 1,24-329,1997,0.7,0,0,0,2.86,1.43,0,0,0,0,0,0,0,1.43,2.86,1.43,66.7,Matches
143,Ludwig Augustinsson,se SWE,DF,Sevilla,es La Liga,28-020,1994,8.8,0.34,0,0,1.82,1.25,0,2.39,1.02,1.48,0,0,0,7.05,2.05,1.14,64.3,Matches
144,Serge Aurier,ci CIV,DF,Villarreal,es La Liga,29-138,1992,11,0.36,0,0,1.45,0.55,0.09,2,2,1.18,0,0.09,0,10.3,2.27,1.27,64.1,Matches
145,Ezequiel Ávila,ar ARG,FWMF,Osasuna,es La Liga,28-094,1994,18.6,0.43,0.05,0.05,1.72,1.83,0.7,2.63,1.24,0.38,0,0.05,0,5.32,2.53,4.25,37.3,Matches
146,Taiwo Awoniyi,ng NGA,FW,Union Berlin,de Bundesliga,24-272,1997,23.2,0,0,0,1.25,1.12,0.91,0.34,0.26,0.39,0.04,0,0.04,4.35,2.46,5.99,29.1,Matches
147,Ramzi Aya,it ITA,DF,Salernitana,it Serie A,31-282,1990,1.5,0.67,0,0,0.67,0,0,0.67,1.33,0.67,0,0,0,4.67,0.67,0.67,50,Matches
148,Jordan Ayew,gh GHA,FW,Crystal Palace,eng Premier League,30-242,1991,21.4,0.05,0,0,1.87,3.22,0.05,2.24,1.26,1.59,0.05,0,0,6.87,1.26,2.66,32.1,Matches
149,Kaan Ayhan,tr TUR,DF,Sassuolo,it Serie A,27-182,1994,14,0.14,0.07,0,0.93,0.36,0.07,0.07,1.43,0.57,0,0.07,0,8.36,2.29,2.07,52.5,Matches
150,Luke Ayling,eng ENG,DF,Leeds United,eng Premier League,30-259,1991,25.2,0.16,0.04,0,1.11,0.95,0.08,0.99,2.14,1.79,0,0.04,0,10.4,1.94,2.02,49,Matches
151,Karim Azamoum,fr FRA,DF,Troyes,fr Ligue 1,32-114,1990,4.3,0.47,0,0,2.79,0.7,0,0,0.47,1.4,0,0,0,4.88,1.86,1.4,57.1,Matches
152,Sardar Azmoun,ir IRN,FWMF,Leverkusen,de Bundesliga,27-130,1995,3.9,0,0,0,2.05,1.28,0,0,0.51,0.26,0,0,0,5.13,2.05,1.79,53.3,Matches
153,César Azpilicueta,es ESP,DF,Chelsea,eng Premier League,32-256,1989,21.6,0.14,0,0,1.25,0.37,0.09,1.67,1.53,1.2,0,0.05,0,7.55,2.22,1.53,59.3,Matches
154,Iddrisu Baba,gh GHA,MF,Mallorca,es La Liga,26-109,1996,21.5,0.42,0,0,2.33,2.14,0,0.28,1.67,2.37,0,0,0,13,2.56,1.67,60.4,Matches
155,Carlos Bacca,co COL,FW,Granada,es La Liga,35-245,1986,5.6,0.54,0,0,0.54,1.61,0.89,0.36,0.18,0.54,0.18,0,0,2.86,2.14,3.21,40,Matches
156,Daniel Bachmann,at AUT,GK,Watford,eng Premier League,27-306,1994,11,0,0,0,0.09,0.18,0,0,0,0,0,0.09,0,4.64,0,0,,Matches
157,Loïc Bade,fr FRA,DF,Rennes,fr Ligue 1,22-030,2000,10.9,0.28,0.09,0.09,0.64,0.18,0,0.18,1.93,0.28,0,0,0,7.8,2.94,1.47,66.7,Matches
158,Milan Badelj,hr CRO,MF,Genoa,it Serie A,33-075,1989,31.3,0.13,0,0,1.47,0.83,0,0.29,3.71,1.37,0.03,0,0,12.6,1.31,1.34,49.4,Matches
159,Édgar Badía,es ESP,GK,Elche,es La Liga,30-088,1992,23,0.09,0,0,0,0.04,0,0,0.04,0,0,0,0,5.7,0,0,,Matches
160,Benoît Badiashile,fr FRA,DF,Monaco,fr Ligue 1,21-046,2001,18.4,0.22,0,0,1.36,0.49,0.11,0.05,2.72,1.3,0,0.05,0,11.8,3.48,1.03,77.1,Matches
161,Youssouph Badji,sn SEN,FW,Brest,fr Ligue 1,20-142,2001,1.5,0,0,0,2,0,0.67,0.67,0,0,0,0,0,3.33,4.67,5.33,46.7,Matches
162,Miguel Baeza,es ESP,DF,Celta Vigo,es La Liga,22-045,2000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,Matches
163,Issa Bah,lu LUX,FW,Venezia,it Serie A,19-310,2002,0.1,0,0,0,0,10,0,0,0,0,0,0,0,40,10,0,100,Matches
164,Stéphane Bahoken,cm CMR,FW,Angers,fr Ligue 1,29-348,1992,10.6,0,0,0,2.08,1.23,0.38,0.57,0.57,0.66,0,0,0,3.4,1.79,3.87,31.7,Matches
165,Leon Bailey,jm JAM,FWMF,Aston Villa,eng Premier League,24-275,1997,8.5,0.35,0,0,1.53,1.41,0.35,2.47,0.35,1.41,0,0,0,5.06,1.06,1.88,36,Matches
166,Eric Bailly,ci CIV,DF,Manchester Utd,eng Premier League,28-029,1994,2.4,0.42,0,0,0.83,0,0,0,3.33,1.25,0,0,0.42,9.58,2.08,0.83,71.4,Matches
167,Dénys Bain,fr FRA,DF,Brest,fr Ligue 1,28-313,1993,2,0,0,0,2.5,1.5,0,0,2,2,0,0,0,4.5,2,0.5,80,Matches
168,Stefan Bajic,fr FRA,GK,Saint-Étienne,fr Ligue 1,20-139,2001,5.7,0,0,0,0,0.18,0,0,0,0,0,0,0,7.89,0,0,,Matches
169,Nedim Bajrami,al ALB,MFFW,Empoli,it Serie A,23-072,1999,22,0.09,0,0,0.77,0.82,0.32,2.95,0.36,1.27,0,0,0,5.27,0.09,1,8.3,Matches
170,Cédric Bakambu,cd COD,FW,Marseille,fr Ligue 1,31-030,1991,3.9,0.26,0,0,1.79,0.51,1.28,1.03,0.26,0.51,0,0,0,2.82,2.05,3.33,38.1,Matches
171,Abdoulaye Bakayoko,fr FRA,DF,Saint-Étienne,fr Ligue 1,19-147,2002,3.4,0,0,0,2.06,1.47,0,0,4.12,2.94,0,0,0,10,0.88,0.88,50,Matches
172,Tiemoué Bakayoko,fr FRA,MF,Milan,it Serie A,27-267,1994,5.4,0.56,0,0,2.59,2.04,0,0.19,1.85,2.41,0,0.19,0,12.8,3.15,0.74,81,Matches
173,Mitchel Bakker,nl NED,DF,Leverkusen,de Bundesliga,21-325,2000,20,0.3,0,0,0.8,1.05,0,1.8,2.6,1.25,0,0.05,0,7.85,0.95,0.75,55.9,Matches
174,Ridle Baku,de GER,DFFW,Wolfsburg,de Bundesliga,24-033,1998,26.2,0.15,0,0,1.26,1.34,0.38,2.52,1.45,1.11,0,0,0,8.13,1.15,1.41,44.8,Matches
175,Dilane Bakwa,fr FRA,FWDF,Bordeaux,fr Ligue 1,19-258,2002,0.3,0,0,0,6.67,3.33,0,0,0,0,0,0,0,23.3,6.67,0,100,Matches
176,Alejandro Balde,es ESP,FWDF,Barcelona,es La Liga,18-205,2003,1.1,0,0,0,2.73,1.82,0,1.82,0,1.82,0,0,0,7.27,0,1.82,0,Matches
177,Ibrahima Baldé,fr FRA,FWMF,Lens,fr Ligue 1,19-114,2003,0.6,0,0,0,0,0,1.67,0,0,0,0,0,0,3.33,3.33,1.67,66.7,Matches
178,Keita Baldé,sn SEN,FWMF,Cagliari,it Serie A,27-064,1995,13.1,0.15,0,0,2.14,2.44,0.69,0.61,0.38,0.23,0.08,0.08,0,3.66,1.6,4.66,25.6,Matches
179,Gareth Bale,wls WAL,FW,Real Madrid,es La Liga,32-299,1989,3.1,0.65,0,0,0.97,0.32,0.32,0.65,1.61,0.32,0,0,0,3.23,2.26,1.61,58.3,Matches
180,Mikel Balenziaga,es ESP,DF,Athletic Club,es La Liga,34-071,1988,22.5,0.09,0,0,1.16,0.8,0.04,1.6,2.31,1.6,0,0,0,8.93,1.6,1.29,55.4,Matches
181,Leonardo Balerdi,ar ARG,DF,Marseille,fr Ligue 1,23-105,1999,10.6,0.38,0.09,0,0.85,0.66,0,0,3.11,0.75,0,0,0,9.34,2.08,1.23,62.9,Matches
182,Iván Balliu,al ALB,DF,Rayo Vallecano,es La Liga,30-130,1992,32,0.31,0.03,0,1.53,1.81,0.13,2.16,1.66,0.44,0,0.09,0,8.34,1.13,1.13,50,Matches
183,Fodé Ballo-Touré,sn SEN,DF,Milan,it Serie A,25-128,1997,5,0.4,0,0,2.6,2,0.2,3.2,0.8,2.4,0,0.2,0,10.2,1.4,2,41.2,Matches
184,Folarin Balogun,eng ENG,FW,Arsenal,eng Premier League,20-312,2001,0.8,0,0,0,0,1.25,1.25,0,0,0,0,0,0,3.75,1.25,2.5,33.3,Matches
185,Abdoulaye Bamba,ci CIV,DF,Angers,fr Ligue 1,32-016,1990,4.7,0.21,0,0,1.06,1.06,0,1.49,2.55,0,0,0,0.21,5.53,1.49,1.06,58.3,Matches
186,Jonathan Bamba,fr FRA,MFFW,Lille,fr Ligue 1,26-046,1996,25.5,0.12,0,0,0.43,2.24,0.55,1.96,1.8,0.71,0,0,0,6.31,0.78,1.18,40,Matches
187,Patrick Bamford,eng ENG,FW,Leeds United,eng Premier League,28-248,1993,6.2,0.32,0,0,1.13,1.29,0.81,0.65,0.48,0.32,0,0,0,3.06,0.81,2.42,25,Matches
188,Filippo Bandinelli,it ITA,MF,Empoli,it Serie A,27-043,1995,20.2,0.5,0,0,2.52,0.99,0.2,2.38,1.09,1.24,0,0.05,0,8.12,0.79,1.63,32.7,Matches
189,Mattia Bani,it ITA,DF,Genoa,it Serie A,28-152,1993,12.5,0.08,0,0,0.96,1.68,0,0,2.88,0.88,0,0,0,11.4,5.28,2,72.5,Matches
190,Simon Banza,fr FRA,FW,Lens,fr Ligue 1,25-271,1996,1.4,0,0,0,2.14,5.71,0,0,0,1.43,0,0,0,4.29,4.29,2.14,66.7,Matches
191,Shandon Baptiste,gd GRN,MF,Brentford,eng Premier League,24-033,1998,9.9,0.2,0.1,0.1,0.71,1.41,0.1,0.51,1.82,0.4,0,0,0,8.18,1.01,2.02,33.3,Matches
192,Antonín Barák,cz CZE,FWMF,Hellas Verona,it Serie A,27-159,1994,26,0.15,0,0,1.19,0.88,0.12,0.65,0.54,0.65,0.04,0,0,7.23,2.04,3.08,39.8,Matches
193,Barbero,es ESP,FWMF,Osasuna,es La Liga,23-267,1998,0.2,0,0,0,10,5,0,5,0,5,0,0,0,15,5,25,16.7,Matches
194,Danilo Barbosa,br BRA,DF,Nice,fr Ligue 1,26-072,1996,1,0,0,0,0,0,0,0,4,0,0,0,0,7,6,4,60,Matches
195,Barcia,es ESP,DF,Granada,es La Liga,21-131,2000,0.8,0,0,0,0,0,0,0,2.5,0,0,0,0,13.8,1.25,2.5,33.3,Matches
196,Bradley Barcola,fr FRA,FW,Lyon,fr Ligue 1,19-251,2002,1.8,0,0,0,0,0,0,2.22,1.67,2.78,0,0,0,7.78,2.22,1.11,66.7,Matches
197,Melvin Bard,fr FRA,DF,Nice,fr Ligue 1,21-186,2000,26.4,0.11,0,0,0.91,1.02,0.04,2.42,2.65,1.33,0,0,0,9.39,1.25,1.17,51.6,Matches
198,Enis Bardhi,mk MKD,MFFW,Levante,es La Liga,26-313,1995,16.4,0.18,0,0,2.07,2.44,0.18,2.2,0.98,0.91,0,0,0,7.2,0.3,0.79,27.8,Matches
199,Francesco Bardi,it ITA,GK,Bologna,it Serie A,30-113,1992,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,Matches
200,Keidi Bare,al ALB,MF,Espanyol,es La Liga,24-256,1997,16.5,0.55,0,0,1.7,1.94,0,0.42,1.82,1.21,0.06,0,0,9.94,1.27,1.88,40.4,Matches
201,Nicolò Barella,it ITA,MF,Inter,it Serie A,25-093,1997,31.1,0.26,0,0,1.06,1.77,0.13,2.12,1.09,1,0.03,0,0,9.68,0.71,0.96,42.3,Matches
202,Kike Barja,es ESP,MFFW,Osasuna,es La Liga,25-040,1997,8.7,0.23,0,0,2.3,2.99,0,4.25,1.72,0.57,0,0,0,7.13,1.38,1.49,48,Matches
203,Ross Barkley,eng ENG,MF,Chelsea,eng Premier League,28-157,1993,1.7,0,0,0,1.18,2.35,0,0.59,1.18,0.59,0,0,0,5.88,2.94,1.18,71.4,Matches
204,Aymen Barkok,ma MAR,MFFW,Eint Frankfurt,de Bundesliga,23-355,1998,1.8,0,0,0,2.78,0.56,0,0,1.67,1.67,0,0,0,11.7,3.33,1.11,75,Matches
205,Ashley Barnes,eng ENG,FW,Burnley,eng Premier League,32-193,1989,6.3,0.63,0,0,3.33,2.06,1.27,0.32,0.79,1.27,0,0,0,5.56,3.97,7.3,35.2,Matches
206,Harvey Barnes,eng ENG,FWMF,Leicester City,eng Premier League,24-153,1997,20.2,0.1,0,0,0.79,1.34,0.4,1.68,0.5,0.59,0,0,0,5.5,0.94,1.88,33.3,Matches
207,Antonio Barragán,es ESP,DF,Elche,es La Liga,34-333,1987,11.3,0.44,0,0,1.86,1.59,0,1.5,1.77,0.88,0,0.18,0,5.75,0.8,0.18,81.8,Matches
208,Leandro Barreiro Martins,lu LUX,MF,Mainz 05,de Bundesliga,22-128,2000,19.6,0.15,0,0,2.24,1.73,0,0.36,1.84,1.79,0.1,0,0,8.72,1.38,1.79,43.5,Matches
209,Ander Barrenetxea,es ESP,FWMF,Real Sociedad,es La Liga,20-135,2001,6.1,0,0,0,1.64,3.28,0.16,1.31,1.15,2.46,0,0,0,5.9,0.66,1.15,36.4,Matches
210,Jacob Barrett Laursen,dk DEN,DF,Arminia,de Bundesliga,27-175,1994,17.1,0.06,0,0,0.76,0.41,0.06,1.46,1.58,0.88,0,0,0.06,9.77,1.11,1.81,38,Matches
211,Musa Barrow,gm GAM,FWMF,Bologna,it Serie A,23-178,1998,22.2,0,0,0,0.45,1.04,0.23,2.12,0.63,0.5,0,0,0,4.82,1.04,1.89,35.4,Matches
212,Abdourahmane Barry,fr FRA,DF,Greuther Fürth,de Bundesliga,22-079,2000,2.3,0.87,0,0,3.48,1.74,0,2.61,2.61,1.3,0,0,0,12.2,2.61,0.87,75,Matches
213,Marc Bartra,es ESP,DF,Betis,es La Liga,31-116,1991,21.1,0.24,0,0,0.9,0.9,0,0,2.04,0.95,0,0,0,9.57,3.7,1.71,68.4,Matches
214,Daniele Baselli,it ITA,MF,Cagliari,it Serie A,30-060,1992,3.1,0.32,0,0,1.29,0.97,0,1.61,0.65,0.97,0,0,0,10.3,0,1.61,0,Matches
215,Daniele Baselli,it ITA,MFFW,Torino,it Serie A,30-060,1992,1.7,0,0,0,2.35,2.35,0.59,1.76,1.76,0,0,0,0,14.1,0.59,5.29,10,Matches
216,Toma Baši?,hr CRO,MF,Bordeaux,fr Ligue 1,25-167,1996,2.3,0,0,0,2.61,0.87,0,3.04,1.3,1.3,0,0,0,5.65,0,0.43,0,Matches
217,Toma Baši?,hr CRO,MF,Lazio,it Serie A,25-167,1996,9.9,0.3,0,0,1.31,0.91,0,0.91,0.81,0.71,0,0,0,6.46,1.01,0.91,52.6,Matches
218,Amine Bassi,fr FRA,MF,Metz,fr Ligue 1,24-165,1997,2,0,0,0,2,2,0,2.5,2,2,0,0,0,7,0.5,2,20,Matches
219,Álvaro Bastida,es ESP,MF,Cádiz,es La Liga,17-364,2004,2.2,0.45,0,0,0.45,0,0,0,1.82,0.91,0,0,0,5.91,0.45,3.18,12.5,Matches
220,Alessandro Bastoni,it ITA,DF,Inter,it Serie A,23-028,1999,24.3,0.16,0,0,1.44,1.32,0,0.62,1.52,1.4,0,0.04,0,9.38,2.47,1.36,64.5,Matches
221,Simone Bastoni,it ITA,MFDF,Spezia,it Serie A,25-187,1996,25.4,0.2,0.04,0,1.69,1.61,0.04,2.32,2.24,1.42,0,0,0,8.82,1.06,0.75,58.7,Matches
222,Lewis Bate,eng ENG,MF,Leeds United,eng Premier League,19-194,2002,1,0,0,0,2,0,0,0,2,0,0,0,0,11,0,2,0,Matches
223,Rodrigo Battaglia,ar ARG,MF,Mallorca,es La Liga,30-303,1991,10.1,0.4,0,0,2.87,1.78,0,0,1.19,2.08,0,0.1,0,12,3.37,2.18,60.7,Matches
224,Maximilian Bauer,de GER,DF,Greuther Fürth,de Bundesliga,22-091,2000,18.8,0.27,0,0,1.6,0.64,0.05,0,2.45,1.33,0,0.05,0.05,8.4,3.46,2.29,60.2,Matches
225,Oliver Baumann,de GER,GK,Hoffenheim,de Bundesliga,31-343,1990,32,0.03,0,0,0,0.13,0,0,0,0,0,0,0,6.72,0,0,,Matches
226,Timo Baumgartl,de GER,DF,Union Berlin,de Bundesliga,26-068,1996,24.1,0.21,0,0,1.24,0.58,0,0.5,1.83,1.54,0,0,0.08,10.7,3.44,2.37,59.3,Matches
227,Julian Baumgartlinger,at AUT,MF,Leverkusen,de Bundesliga,34-129,1988,0.3,0,0,0,0,0,0,0,3.33,10,0,0,0,20,0,0,,Matches
228,Christoph Baumgartner,at AUT,MFFW,Hoffenheim,de Bundesliga,22-283,1999,20,0.25,0,0,1.7,1.45,0.05,1.35,1,1.3,0,0,0,7.9,2.35,2.9,44.8,Matches
229,Jon Bautista,es ESP,FWMF,Real Sociedad,es La Liga,26-312,1995,0.5,0,0,0,2,2,2,0,2,0,0,0,0,4,2,2,50,Matches
230,Mohamed Bayo,gn GUI,FW,Clermont Foot,fr Ligue 1,23-341,1998,24.9,0.04,0,0,0.84,0.24,0.56,0.28,0.4,0.32,0,0,0,3.57,1.69,2.69,38.5,Matches
231,Paul Baysse,fr FRA,DF,Bordeaux,fr Ligue 1,33-358,1988,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
232,Noah Joel Sarenren Bazee,ng NGA,MFFW,Augsburg,de Bundesliga,25-263,1996,2.7,0.37,0,0,2.59,1.11,0,3.7,2.22,1.48,0,0,0,6.67,2.59,6.67,28,Matches
233,Bebé,cv CPV,FWMF,Rayo Vallecano,es La Liga,31-303,1990,7.9,0.25,0,0,1.52,2.15,0.63,5.19,0.89,0.63,0,0,0,7.22,1.65,1.77,48.1,Matches
234,Ihlas Bebou,tg TOG,FWDF,Hoffenheim,de Bundesliga,28-018,1994,23.2,0,0,0,1.42,0.99,0.47,2.03,0.47,0.78,0,0,0,4.61,1.98,3.71,34.8,Matches
235,Rodrigo Becão,br BRA,DF,Udinese,it Serie A,26-112,1996,33.8,0.3,0,0,1.98,1.45,0.12,0.36,1.72,2.07,0,0.03,0,7.81,2.16,1.09,66.4,Matches
236,Mads Bech Sørensen,dk DEN,DF,Brentford,eng Premier League,23-124,1999,8,0.25,0,0,0.88,0.38,0,2,1,0.75,0,0,0,10.4,1.13,1,52.9,Matches
237,Sheraldo Becker,sr SUR,FWMF,Union Berlin,de Bundesliga,27-091,1995,19.3,0.21,0,0,1.45,1.61,0.47,5.28,0.52,0.47,0,0,0,7.1,0.62,3.52,15,Matches
238,Jan Bednarek,pl POL,DF,Southampton,eng Premier League,26-029,1996,29.2,0.34,0,0,1.3,0.58,0.03,0.21,3.32,0.72,0,0.03,0.03,11,3.9,2.05,65.5,Matches
239,Donny van de Beek,nl NED,MF,Manchester Utd,eng Premier League,25-023,1997,0.8,0,0,0,5,2.5,0,0,2.5,3.75,0,0,0,13.8,3.75,3.75,50,Matches
240,Donny van de Beek,nl NED,MF,Everton,eng Premier League,25-023,1997,4.8,0.21,0,0,2.08,0.21,0,1.25,1.88,1.46,0,0,0,12.5,1.25,0.63,66.7,Matches
241,Asmir Begovi?,ba BIH,GK,Everton,eng Premier League,34-325,1987,2,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0,0,,Matches
242,Valon Behrami,ch SUI,MF,Genoa,it Serie A,37-022,1985,3.5,0.86,0,0,2.29,1.43,0,0.86,1.43,0.86,0,0,0,6,0,2.57,0,Matches
243,Kevin Behrens,de GER,FW,Union Berlin,de Bundesliga,31-097,1991,5.5,0.18,0,0,2.55,0.91,0.18,0.55,1.09,0.55,0.18,0,0,6.18,9.45,8.36,53.1,Matches
244,Youcef Belaïli,dz ALG,MFFW,Brest,fr Ligue 1,30-058,1992,7.3,0.27,0,0,1.37,2.47,0.14,2.05,0.82,0.27,0,0,0,5.75,0.68,2.05,25,Matches
245,Vid Belec,si SVN,GK,Salernitana,it Serie A,31-339,1990,20.5,0,0,0,0,0.05,0,0,0,0,0,0,0,3.76,0,0,,Matches
246,Ishak Belfodil,dz ALG,FW,Hertha BSC,de Bundesliga,30-119,1992,17.2,0.06,0,0,1.16,0.64,1.4,1.05,0.29,0.35,0,0,0,3.49,2.67,2.97,47.4,Matches
247,Haris Belkebla,dz ALG,MF,Brest,fr Ligue 1,28-103,1994,24.4,0.08,0,0,1.43,1.6,0,0.41,1.97,1.23,0,0,0,9.1,1.23,0.61,66.7,Matches
248,Stefan Bell,de GER,DF,Mainz 05,de Bundesliga,30-260,1991,30.8,0.26,0,0,1.66,0.16,0.19,0.36,1.92,1.07,0,0.03,0.03,11.9,4.29,1.79,70.6,Matches
249,Armel Bella Kotchap,de GER,DF,Bochum,de Bundesliga,20-151,2001,18.9,0.26,0,0,1.48,1.53,0.16,0.11,3.28,1.22,0,0,0.11,8.68,2.91,1.06,73.3,Matches
250,Raoul Bellanova,it ITA,DF,Cagliari,it Serie A,21-328,2000,25.7,0.12,0,0,0.51,1.32,0.08,2.96,1.67,0.62,0,0.04,0,5.72,0.82,1.21,40.4,Matches
251,Karim Bellarabi,de GER,FWDF,Leverkusen,de Bundesliga,32-033,1990,7.6,0.26,0,0,2.89,1.05,0.13,2.63,1.05,1.18,0.26,0,0,5,0.26,0.39,40,Matches
252,Jean-Ricner Bellegarde,fr FRA,MF,Strasbourg,fr Ligue 1,23-318,1998,25,0.2,0,0,1.72,2.92,0,1.12,1.52,1.96,0,0,0,9.52,0.76,0.96,44.2,Matches
253,Héctor Bellerín,es ESP,DF,Betis,es La Liga,27-053,1995,21,0.1,0.05,0,1.14,0.52,0.1,1.71,1.14,0.9,0,0,0.05,7.67,1.62,0.81,66.7,Matches
254,Jude Bellingham,eng ENG,MF,Dortmund,de Bundesliga,18-316,2003,30,0.3,0,0,1.4,3.27,0.13,0.53,1.43,1.3,0,0,0,7.77,1.23,1.57,44,Matches
255,George Bello,us USA,DF,Arminia,de Bundesliga,20-109,2002,4.8,0,0,0,0.63,1.46,0.21,1.25,1.88,1.25,0,0,0.21,7.5,0.63,1.88,25,Matches
256,Jeanuel Belocian,fr FRA,DF,Rennes,fr Ligue 1,17-083,2005,0.1,0,0,0,0,10,0,0,0,0,0,0,0,10,0,0,,Matches
257,Andrea Belotti,it ITA,FW,Torino,it Serie A,28-142,1993,13.7,0.07,0,0,1.82,3.8,1.09,0.66,0.51,0.51,0.07,0,0,3.43,3.94,5.91,40,Matches
258,Fran Beltrán,es ESP,MF,Celta Vigo,es La Liga,23-097,1999,28.1,0.14,0,0,0.78,1.07,0,0.32,1.89,1.64,0,0,0,11.3,0.78,1.64,32.4,Matches
259,Hatem Ben Arfa,fr FRA,FWMF,Lille,fr Ligue 1,35-065,1987,3.5,0.29,0,0,2,1.14,0.57,1.71,0.29,0.57,0,0,0,4.86,0,2,0,Matches
260,Salim Ben Seghir,fr FRA,FW,Marseille,fr Ligue 1,19-076,2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
261,Wissam Ben Yedder,fr FRA,FW,Monaco,fr Ligue 1,31-272,1990,26.1,0.11,0,0,0.84,0.92,0.8,0.65,0.23,0.54,0.04,0,0,3.91,0.84,2.34,26.5,Matches
262,Marco Benassi,it ITA,DFMF,Fiorentina,it Serie A,27-245,1994,1.8,0.56,0,0,2.22,0,0,0.56,2.22,1.67,0,0,0,7.78,1.67,2.22,42.9,Matches
263,Marco Benassi,it ITA,MF,Empoli,it Serie A,27-245,1994,4,0.25,0,0,1.25,1,0,2.25,0.75,0.75,0,0,0,6.75,2,3.5,36.4,Matches
264,Darío Benedetto,ar ARG,FWMF,Marseille,fr Ligue 1,31-359,1990,0.6,0,0,0,0,0,0,0,0,0,0,0,0,6.67,3.33,1.67,66.7,Matches
265,Darío Benedetto,ar ARG,FW,Elche,es La Liga,31-359,1990,6.6,0.15,0,0,0.76,1.21,0.45,0.91,0.3,0,0,0,0,2.73,1.67,1.82,47.8,Matches
266,László Bénes,sk SVK,MF,M'Gladbach,de Bundesliga,24-244,1997,2.7,0,0,0,0.37,4.07,0,1.85,0,1.48,0,0,0,10.7,2.22,0.37,85.7,Matches
267,Walter Benítez,ar ARG,GK,Nice,fr Ligue 1,29-053,1993,34,0.06,0,0,0,0.21,0,0,0,0,0,0,0,4.44,0,0,,Matches
268,Iker Benito,es ESP,MFFW,Osasuna,es La Liga,19-274,2002,1.3,0.77,0,0,1.54,2.31,0,1.54,0,0.77,0,0,0,7.69,1.54,2.31,40,Matches
269,Loris Benito,ch SUI,DF,Bordeaux,fr Ligue 1,30-124,1992,0.7,0,0,0,1.43,0,0,0,2.86,0,0,0,0,10,0,0,,Matches
270,Pedro Benito,es ESP,FW,Cádiz,es La Liga,22-045,2000,0.3,0,0,0,10,0,0,0,0,0,0,0,0,3.33,10,10,50,Matches
271,Ismaël Bennacer,dz ALG,MF,Milan,it Serie A,24-161,1997,16.1,0.37,0,0,1.74,3.29,0,0.93,2.48,2.3,0,0,0,11.4,1.06,1.37,43.6,Matches
272,Keanan Bennetts,eng ENG,FWDF,M'Gladbach,de Bundesliga,23-063,1999,0.6,1.67,0,0,5,0,0,3.33,0,0,0,0,0,10,1.67,1.67,50,Matches
273,Saïd Benrahma,dz ALG,FWMF,West Ham,eng Premier League,26-274,1995,24.1,0,0,0,0.46,0.91,0.37,2.66,0.5,0.95,0,0,0,6.93,0.62,0.91,40.5,Matches
274,Ramy Bensebaini,dz ALG,DF,M'Gladbach,de Bundesliga,27-025,1995,21.4,0.28,0,0,1.59,1.92,0.14,0.75,3.41,1.07,0,0.05,0,10.9,2.76,2.1,56.7,Matches
275,Nabil Bentaleb,dz ALG,MF,Angers,fr Ligue 1,27-168,1994,14.8,0.2,0,0,1.82,0.88,0,0.41,1.76,2.3,0,0,0,9.53,1.42,0.74,65.6,Matches
276,Rodrigo Bentancur,uy URU,MF,Tottenham,eng Premier League,24-340,1997,12.3,0.41,0,0,2.2,1.38,0,0.49,1.06,1.22,0,0,0,9.27,1.46,1.06,58.1,Matches
277,Rodrigo Bentancur,uy URU,MF,Juventus,it Serie A,24-340,1997,12.8,0.08,0,0,2.03,0.94,0,0.31,2.89,2.11,0,0,0,9.53,1.8,1.25,59,Matches
278,Christian Benteke,be BEL,FW,Crystal Palace,eng Premier League,31-159,1990,12.5,0.24,0,0,1.2,1.36,0.72,0.16,0.08,0.16,0,0,0,3.44,6.64,4.8,58,Matches
279,Karim Benzema,fr FRA,FW,Real Madrid,es La Liga,34-143,1987,27,0,0,0,0.52,0.41,1.11,0.96,0.26,0.19,0,0,0,3.15,0.63,1.56,28.8,Matches
280,Domenico Berardi,it ITA,FW,Sassuolo,it Serie A,27-283,1994,29.7,0.3,0,0,2.05,2.56,0.37,1.65,1.68,0.61,0.07,0,0,6.73,0.81,0.74,52.2,Matches
281,Yuri Berchiche,es ESP,DF,Athletic Club,es La Liga,32-090,1990,9.3,0.22,0,0,0.65,2.15,0,2.15,2.15,1.29,0,0,0,11,2.47,1.4,63.9,Matches
282,Álex Berenguer,es ESP,MFFW,Athletic Club,es La Liga,26-311,1995,22.4,0.36,0,0,2.41,2.14,0.58,3.21,0.89,1.29,0,0,0,6.7,1.96,2.72,41.9,Matches
283,Bartosz Bereszy?ski,pl POL,DF,Sampdoria,it Serie A,29-303,1992,30.7,0.39,0,0,1.37,1.4,0,1.5,1.69,1.17,0,0,0,9.06,1.5,0.72,67.6,Matches
